customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date
204,56.0,53900.0,1669.7446260614151,Male,West,24.0,Health,58.63840220928984,2021-01-14,2022-04-18
205,62.0,57900.0,619.9746638244194,Female,East,44.0,Health,63.29886141924184,2021-02-25,2023-10-04
206,32.0,35400.0,1933.7640827731232,Female,South,32.0,Toys,80.37054240166172,2022-02-07,2022-09-25
207,60.0,79700.0,1263.676671862272,Female,West,16.0,Health,97.92330832972443,2021-12-08,2022-02-25
208,46.0,47800.0,1862.6721031768805,Male,East,32.0,Clothing,79.53253540081879,2021-07-18,2023-08-14
209,53.0,88100.0,1358.6879511124166,Female,East,45.0,Home & Garden,70.75368316269962,2022-11-09,2023-08-31
212,24.0,89200.0,1109.934118663822,Female,West,21.0,Home & Garden,73.5994367398703,2022-03-17,2023-02-16
213,76.0,36100.0,1584.2293862885665,Female,North,47.0,Clothing,77.04321954012339,2021-03-19,2022-09-30
214,68.0,68900.0,649.6054516538632,Male,South,12.0,Health,23.10964782433119,2021-04-22,2022-06-24
215,39.0,43300.0,1167.8677089457003,Male,North,21.0,Clothing,90.34436965409276,2022-06-19,2023-06-22
216,45.0,115300.0,704.337487281275,Female,West,21.0,Health,9.728136834686218,2022-01-10,2022-02-25
217,19.0,26700.0,1635.223421177512,Male,East,43.0,Toys,25.361205569194656,2021-04-26,2022-04-29
218,59.0,113100.0,944.121625660542,Male,West,6.0,Clothing,66.30234383244017,2021-05-22,2023-10-26
222,70.0,36100.0,1008.619833108364,Male,North,14.0,Electronics,38.79305376548721,2021-03-17,2023-02-13
224,45.0,83700.0,245.9971392330716,Male,East,1.0,Health,16.26061322873835,2021-04-10,2022-03-01
226,61.0,48800.0,1747.8570429085898,Male,East,34.0,Electronics,22.269401172941883,2022-04-13,2022-11-26
228,37.0,26000.0,1971.8945352834075,Male,South,3.0,Home & Garden,68.22006059331946,2021-10-19,2021-10-20
229,47.0,75600.0,20.36932577791297,Female,North,42.0,Clothing,44.070644240973614,2021-05-05,2022-12-18
230,79.0,98300.0,1235.6793234213196,Female,West,6.0,Electronics,79.65909363976444,2022-06-03,2022-06-13
231,28.0,69900.0,1240.5277911963028,Female,West,6.0,Health,86.14449345657881,2021-01-23,2022-04-25
232,75.0,62100.0,925.7372506223786,Female,West,20.0,Home & Garden,84.59888773872315,2021-06-11,2022-04-22
235,42.0,41900.0,841.6216634377673,Female,South,26.0,Health,65.01417346469641,2021-01-21,2021-11-13
236,56.0,57900.0,1466.3751054149527,Female,East,31.0,Home & Garden,32.19830872841239,2022-04-09,2022-09-30
238,50.0,64000.0,411.3256567704377,Male,South,32.0,Health,49.56643822969191,2022-05-17,2022-11-21
241,44.0,101600.0,1060.0116691875348,Male,South,6.0,Clothing,79.66836460730265,2022-07-07,2022-12-13
242,79.0,115000.0,240.19331972967308,Male,West,23.0,Health,19.20097765235945,2021-07-22,2022-07-17
243,74.0,25500.0,1738.975204746478,Female,West,28.0,Toys,28.75717488919284,2022-02-20,2022-03-15
244,69.0,48900.0,608.7758319907751,Female,West,49.0,Toys,98.28385480194385,2022-10-02,2023-11-11
245,30.0,26300.0,341.8252151880415,Female,East,30.0,Toys,37.35485541413044,2021-05-22,2021-05-23
246,58.0,96300.0,1357.7301930045217,Male,West,14.0,Home & Garden,78.37223574338923,2022-09-07,2023-05-18
247,20.0,54000.0,95.41087518665218,Male,South,37.0,Health,44.68154684192543,2021-04-17,2021-12-19
248,56.0,119200.0,1247.537758450845,Female,East,32.0,Clothing,86.40959241006102,2022-06-13,2023-10-14
250,25.0,70300.0,445.534732145704,Male,North,34.0,Toys,2.291005989115935,2022-07-30,2023-05-27
251,44.0,104800.0,103.08886541839588,Male,West,41.0,Electronics,29.43898859392372,2022-11-19,2023-07-08
252,26.0,45100.0,740.0178106605102,Female,West,44.0,Home & Garden,55.799231489345246,2021-10-18,2023-12-18
253,79.0,47400.0,215.21657587903425,Female,East,22.0,Home & Garden,92.61740440697538,2021-11-07,2023-04-21
254,54.0,95100.0,250.6261423532074,Male,South,31.0,Health,10.202989464149038,2022-10-30,2023-05-28
256,68.0,53800.0,605.0264907609834,Male,East,41.0,Health,30.21767314126576,2021-02-22,2023-10-09
257,59.0,41700.0,1069.3412752224128,Male,East,21.0,Electronics,88.93277820194403,2022-08-08,2023-03-25
258,61.0,95600.0,1363.215933295966,Female,South,16.0,Clothing,76.51696096585133,2021-07-02,2021-09-26
261,76.0,65300.0,360.73034425620034,Male,North,44.0,Toys,1.149797239729777,2021-01-13,2021-05-13
262,71.0,54100.0,1759.9631145899707,Female,West,47.0,Electronics,62.11344506719488,2022-07-13,2023-07-17
264,49.0,50500.0,1742.4769091374242,Female,North,48.0,Toys,31.475649286076912,2021-10-11,2022-11-16
265,41.0,104000.0,755.6620924133513,Male,East,32.0,Home & Garden,98.55022916368355,2022-07-19,2023-04-04
267,69.0,104100.0,1056.8535637881291,Male,North,5.0,Toys,74.98392836454242,2021-01-08,2021-12-23
268,66.0,77500.0,651.8645098445159,Male,East,11.0,Electronics,17.741241725123626,2021-03-13,2021-07-23
269,79.0,34500.0,950.4324366265188,Female,East,15.0,Clothing,1.3455257741813775,2021-04-08,2022-04-16
270,66.0,23500.0,1014.9319361173254,Female,North,29.0,Electronics,41.7562619448016,2021-03-28,2022-04-09
271,75.0,115900.0,417.5265300182237,Male,East,45.0,Health,66.56648349426617,2021-04-11,2022-05-12
272,69.0,28400.0,643.7205373059285,Male,South,4.0,Health,50.65986961834594,2021-10-08,2022-12-03
273,29.0,54900.0,1586.9913060038116,Female,East,49.0,Electronics,89.0466257624391,2021-10-16,2023-04-17
278,66.0,118000.0,1363.412513928151,Female,East,46.0,Home & Garden,26.964786163961165,2022-01-03,2023-02-20
280,66.0,73100.0,1975.7440874163933,Female,South,3.0,Clothing,79.33097732158208,2021-04-06,2022-10-28
281,73.0,110200.0,664.8559080866274,Female,South,32.0,Home & Garden,82.50914607978432,2021-09-18,2023-12-23
282,34.0,103900.0,800.3893726296037,Male,East,10.0,Electronics,3.329778356517199,2022-05-27,2023-12-17
283,76.0,104600.0,1214.6017084998289,Male,North,40.0,Toys,35.864559840152474,2021-05-01,2022-08-23
284,66.0,43300.0,1607.3349005187838,Female,North,38.0,Home & Garden,74.98764545979597,2022-01-01,2023-10-15
285,19.0,81400.0,949.6469573843548,Male,South,22.0,Home & Garden,94.6381847488054,2021-11-28,2022-09-12
286,19.0,103400.0,856.8589469021375,Male,North,14.0,Electronics,37.7818283844905,2021-02-21,2023-12-06
288,71.0,90600.0,40.77740945709,Male,East,21.0,Clothing,39.37204065321951,2021-11-14,2022-12-30
289,40.0,102000.0,1792.2292719254667,Male,North,48.0,Electronics,17.94946272426481,2022-11-06,2023-03-25
290,54.0,114800.0,315.29883536068013,Male,East,15.0,Health,0.3446143776869692,2022-12-03,2022-12-09
292,50.0,28000.0,1243.50448849567,Female,South,1.0,Toys,37.84750507273715,2022-08-20,2023-02-04
293,18.0,42500.0,696.8576252862223,Male,East,24.0,Electronics,94.5117528887336,2021-07-13,2022-08-08
295,79.0,22100.0,45.55631140236412,Male,South,10.0,Toys,38.22307080175047,2021-01-21,2023-05-20
296,19.0,45300.0,468.8474911083489,Male,East,46.0,Clothing,2.515412982311316,2022-02-03,2023-12-18
298,61.0,39800.0,716.053674898402,Male,North,42.0,Home & Garden,91.51412362549868,2021-07-21,2023-03-14
299,43.0,49400.0,1228.5474407302888,Female,West,31.0,Clothing,23.78206472764919,2022-04-11,2022-05-25
300,49.0,35100.0,67.73818294916032,Male,West,11.0,Electronics,42.89951106401645,2021-05-31,2022-03-06
301,23.0,76700.0,250.5886823537908,Male,East,16.0,Home & Garden,12.211262136599398,2021-06-08,2022-08-01
302,49.0,25200.0,271.6505556325097,Female,West,9.0,Toys,45.68354303128908,2021-11-06,2023-07-29
303,72.0,114900.0,394.7816189136987,Male,East,47.0,Clothing,13.33424636440954,2022-05-19,2023-11-16
304,21.0,22900.0,929.4762527850748,Male,South,14.0,Health,52.33484944191521,2021-01-26,2022-08-12
306,28.0,63700.0,1812.9668990992243,Male,East,31.0,Clothing,55.33427748141682,2021-09-20,2022-01-07
307,73.0,62900.0,1674.0376099628072,Female,East,9.0,Home & Garden,24.521957838737595,2022-04-17,2023-07-17
308,76.0,33500.0,409.8379861158535,Male,West,36.0,Toys,35.37959854689051,2021-06-16,2023-11-26
309,34.0,37100.0,893.4780934166521,Female,East,39.0,Toys,63.85727377056324,2021-06-03,2023-11-09
312,22.0,27800.0,1017.0230233935346,Female,South,24.0,Home & Garden,84.49494735661027,2022-02-17,2023-10-12
314,51.0,87200.0,451.9851725946809,Female,South,19.0,Health,16.236922452639302,2021-07-03,2023-09-01
316,39.0,82500.0,942.9102594638082,Female,South,48.0,Health,96.55517746451302,2021-07-13,2022-08-02
317,28.0,65700.0,901.865321436187,Male,North,30.0,Electronics,28.1535111173546,2021-01-02,2023-10-19
318,65.0,43300.0,48.84296640753222,Male,North,22.0,Home & Garden,90.8593587916376,2021-08-03,2022-10-01
320,50.0,21500.0,1735.259023244719,Male,North,44.0,Home & Garden,38.59214304531903,2022-08-10,2023-04-13
322,77.0,57500.0,841.9473802787477,Male,South,4.0,Clothing,0.9883287775461436,2022-04-28,2022-09-15
323,76.0,112600.0,48.375193616662486,Male,West,37.0,Toys,33.80895216303905,2022-07-15,2023-04-01
324,23.0,29600.0,967.1042537077004,Female,North,8.0,Toys,30.26457121918089,2021-02-01,2023-04-20
326,46.0,20200.0,1642.8269150702838,Male,North,28.0,Clothing,52.91235390207832,2021-01-15,2021-10-04
329,77.0,94000.0,581.060856404414,Female,North,36.0,Electronics,59.05098088106291,2021-01-17,2023-01-27
331,53.0,70100.0,1095.1363025584333,Female,East,5.0,Home & Garden,24.62047685087816,2021-03-22,2023-09-26
332,36.0,52600.0,760.1400555566648,Male,North,24.0,Clothing,29.36121650647497,2022-10-18,2022-12-23
333,43.0,113600.0,1258.1533202143814,Male,West,47.0,Toys,60.7908947606941,2022-03-12,2023-04-11
334,20.0,29900.0,44.43527119954053,Male,North,18.0,Home & Garden,37.32549590164754,2021-01-08,2021-08-13
336,37.0,53000.0,1489.7412055771204,Male,East,28.0,Home & Garden,65.04382637665867,2021-10-14,2023-11-27
341,50.0,79100.0,1905.7823058733543,Male,South,22.0,Electronics,94.96941809192126,2021-03-24,2022-12-18
346,18.0,70100.0,34.52161865563694,Female,East,6.0,Electronics,24.64342807936556,2021-11-21,2022-11-04
347,28.0,35900.0,71.10259786909984,Male,South,27.0,Clothing,6.395789681913955,2022-02-23,2023-10-10
348,45.0,67300.0,1115.51546645354,Male,East,25.0,Home & Garden,53.72034865910831,2021-02-20,2023-01-18
349,74.0,37100.0,1050.4898202472662,Female,West,29.0,Health,84.58996459615251,2021-01-27,2021-09-30
351,67.0,117800.0,419.646834020241,Female,North,16.0,Clothing,78.30674701590162,2022-06-29,2022-09-18
352,40.0,116900.0,531.0457797377275,Male,South,12.0,Electronics,83.63960072839957,2021-03-03,2022-10-26
353,48.0,34300.0,244.81047180604764,Male,North,20.0,Clothing,45.44035588198637,2022-10-19,2023-11-16
354,47.0,28000.0,1836.7351591144145,Male,North,18.0,Clothing,59.095506594047365,2021-06-20,2022-11-11
355,59.0,68400.0,1560.0662640277324,Female,West,34.0,Home & Garden,53.391229853894,2021-10-13,2022-06-28
356,52.0,86800.0,1648.231440684558,Female,East,23.0,Electronics,93.91958616345016,2021-04-27,2023-01-03
357,24.0,97500.0,1807.4723001697275,Female,North,45.0,Electronics,72.55056850917613,2021-01-04,2021-04-01
358,77.0,85500.0,1059.30197371716,Male,West,27.0,Clothing,92.5342810770113,2021-03-07,2022-04-21
359,33.0,70700.0,913.3625190724327,Male,West,49.0,Home & Garden,22.000997806197187,2021-03-01,2022-12-27
360,43.0,97500.0,674.1751178579207,Female,South,17.0,Toys,31.023685183267048,2022-05-17,2022-06-18
361,65.0,22600.0,1186.644936408754,Female,West,48.0,Health,7.091347318006768,2021-08-17,2022-11-29
362,74.0,42700.0,919.4712256438486,Male,South,21.0,Electronics,49.99079566958077,2021-04-10,2023-05-30
364,77.0,40700.0,1875.1171701876551,Male,South,31.0,Home & Garden,32.68466971307157,2021-03-10,2022-08-15
365,66.0,38800.0,1968.3823982726776,Male,West,3.0,Clothing,12.828210694933151,2022-10-26,2023-04-21
367,18.0,54600.0,1518.381018688918,Male,East,26.0,Electronics,44.750027252365456,2021-08-11,2021-11-26
370,29.0,38400.0,137.02952533379596,Male,East,28.0,Electronics,81.99798080824368,2021-07-30,2021-12-07
376,26.0,102000.0,586.0830568669808,Female,North,29.0,Home & Garden,92.04410364836188,2021-03-04,2022-11-22
377,58.0,26600.0,1351.3318293414347,Male,West,23.0,Toys,64.36327975500353,2022-01-27,2023-10-07
380,65.0,27400.0,675.6700485450166,Male,South,10.0,Toys,14.972556414619032,2021-02-22,2021-08-13
381,33.0,49300.0,1536.6237182132545,Male,South,27.0,Electronics,78.26629268961081,2021-02-07,2023-02-20
382,20.0,44300.0,839.0837843908155,Male,West,49.0,Health,58.8110053312958,2021-11-04,2023-06-13
384,41.0,108600.0,1167.6458125117106,Male,South,39.0,Clothing,33.290084618688,2021-02-22,2021-08-11
386,73.0,53400.0,1977.3091743504992,Female,South,45.0,Home & Garden,87.4762523781461,2022-08-29,2022-09-09
387,50.0,39500.0,102.02761586238776,Female,East,3.0,Electronics,58.12620384192929,2022-03-28,2023-12-02
388,41.0,22400.0,1936.2494205440005,Female,South,47.0,Clothing,52.45440656650363,2022-04-06,2023-08-17
389,69.0,82100.0,1108.7310731615084,Male,West,37.0,Toys,81.64480420765715,2022-05-01,2022-08-27
